space,location,front,streetWidth,propertyAge,driverRoom,tent,patio,maidRoom,elevator,furnihsed,pool,basement,price
375,شمال الرياض,شرقية,15.0,0,1,0,1,1,0,0,0,0,3200000.0
252,غرب الرياض,جنوبية شرقية,20.0,0,0,0,1,1,0,0,0,0,2050000.0
300,غرب الرياض,شرقية,21.0,0,0,1,0,0,0,0,0,0,1300000.0
230,غرب الرياض,جنوبية,25.0,0,0,0,1,0,0,0,0,0,1100000.0
200,غرب الرياض,شمالية,15.0,0,0,1,0,1,1,0,0,0,980000.0
364,شرق الرياض,جنوبية شرقية,15.0,0,0,0,0,1,0,0,0,0,2250000.0
386,شمال الرياض,شمالية,16.0,0,1,1,1,1,0,1,0,0,3500000.0
429,شمال الرياض,شمالية,15.0,0,1,0,0,1,1,0,1,0,4700000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
250,شمال الرياض,شرقية,20.0,0,1,0,1,1,1,0,0,0,3650000.0
300,غرب الرياض,شمالية,15.0,0,1,1,1,1,1,1,1,0,1250000.0
270,غرب الرياض,شمالية غربية,20.0,0,0,0,1,1,0,0,0,0,2000000.0
300,جنوب الرياض,شرقية,18.0,0,0,0,0,0,0,0,0,0,1200000.0
377,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1449000.0
700,شرق الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,0,4000000.0
247,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,900000.0
288,شرق الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1650000.0
240,غرب الرياض,غربية,21.0,0,0,1,1,1,0,0,0,0,1070000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,1,0,0,1150000.0
310,شرق الرياض,غربية,15.0,0,1,0,0,1,1,0,0,0,1750000.0
360,شرق الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,2200000.0
618,شرق الرياض,غربية,35.0,0,1,1,1,1,1,1,1,1,4600000.0
312,شمال الرياض,جنوبية غربية,15.0,4,1,0,1,1,0,0,0,0,2500000.0
300,شرق الرياض,غربية,30.0,18,1,0,1,1,0,0,0,0,1600000.0
200,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1030000.0
216,شرق الرياض,شرقية,20.0,0,1,0,1,1,0,1,0,0,1900000.0
312,جنوب الرياض,غربية,25.0,0,0,1,0,1,0,1,0,0,1070000.0
250,شرق الرياض,شمالية,25.0,0,0,0,0,0,0,0,0,0,1300000.0
420,جنوب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,1500000.0
630,شمال الرياض,غربية,18.0,0,1,0,0,1,1,1,1,0,7500000.0
265,شرق الرياض,غربية,20.0,0,1,0,0,1,1,0,0,0,2250000.0
334,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1300000.0
600,شرق الرياض,شمالية غربية,20.0,10,0,0,1,0,0,0,0,0,2100000.0
360,شرق الرياض,شرقية,15.0,5,0,0,1,0,0,0,0,0,1600000.0
300,غرب الرياض,غربية,17.0,0,0,1,1,0,0,0,0,0,1400000.0
300,غرب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,1300000.0
420,شمال الرياض,جنوبية,20.0,0,1,0,0,1,0,0,1,0,4200000.0
264,شرق الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,1900000.0
315,جنوب الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,0,1180000.0
384,شرق الرياض,شمالية,15.0,0,0,1,0,1,1,0,0,0,2100000.0
330,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,1,0,3700000.0
300,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
480,غرب الرياض,شمالية,25.0,7,0,1,1,0,0,1,0,0,1300000.0
250,غرب الرياض,شرقية,20.0,0,0,0,1,1,0,0,0,0,1250000.0
300,شمال الرياض,غربية,15.0,0,0,0,0,0,0,0,0,0,3600000.0
312,جنوب الرياض,شمالية شرقية,15.0,12,0,0,1,0,0,0,0,0,1250000.0
336,شرق الرياض,شمالية,18.0,0,0,0,1,1,0,0,0,0,2300000.0
300,شرق الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,1450000.0
300,جنوب الرياض,شرقية,25.0,0,0,0,1,1,0,0,0,0,960000.0
264,شمال الرياض,شمالية,16.0,0,1,0,1,1,0,0,0,0,2500000.0
312,غرب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
625,شرق الرياض,جنوبية غربية,20.0,8,1,1,1,1,0,0,0,0,2900000.0
200,غرب الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,920000.0
400,شمال الرياض,جنوبية,15.0,9,1,0,1,1,0,0,0,1,3000000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
265,شرق الرياض,شمالية شرقية,20.0,0,0,1,1,0,1,0,0,0,2200000.0
360,غرب الرياض,شرقية,5.0,0,0,1,1,0,0,1,0,0,1180000.0
300,غرب الرياض,غربية,21.0,0,0,0,1,1,0,0,0,0,1350000.0
420,غرب الرياض,جنوبية,22.0,6,0,1,1,1,0,0,0,0,1500000.0
250,جنوب الرياض,جنوبية,20.0,0,0,0,0,0,0,0,0,0,980000.0
375,غرب الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,1350000.0
300,غرب الرياض,شمالية غربية,20.0,0,1,1,1,1,0,1,0,0,1300000.0
350,شرق الرياض,غربية,15.0,0,0,0,0,1,1,0,0,0,1700000.0
312,شرق الرياض,جنوبية,15.0,0,0,0,1,1,1,0,0,0,1800000.0
239,جنوب الرياض,جنوبية شرقية,20.0,0,0,0,1,1,0,0,0,0,800000.0
322,شرق الرياض,شمالية,15.0,0,0,0,0,1,1,0,0,0,1850000.0
230,غرب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,1070000.0
200,غرب الرياض,غربية,20.0,0,0,0,0,0,0,0,0,0,1700000.0
360,جنوب الرياض,شرقية,19.0,0,0,0,1,0,0,0,0,0,1200000.0
300,غرب الرياض,غربية,20.0,0,0,0,1,0,1,0,0,0,2250000.0
275,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,950000.0
312,شمال الرياض,شمالية,15.0,7,1,0,1,1,0,0,0,0,2400000.0
265,غرب الرياض,جنوبية شرقية,20.0,0,0,0,1,1,0,0,0,0,1250000.0
351,شمال الرياض,شمالية غربية,12.0,9,1,0,1,1,0,0,0,0,3200000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,950000.0
260,جنوب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,830000.0
200,غرب الرياض,غربية,15.0,0,0,1,0,1,0,0,0,0,1080000.0
590,شرق الرياض,جنوبية,15.0,0,0,1,1,1,1,0,1,0,4500000.0
308,شرق الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1400000.0
300,جنوب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,1050000.0
300,شرق الرياض,شمالية غربية,20.0,11,1,0,0,1,0,0,0,0,1600000.0
433,شرق الرياض,شمالية,22.0,0,0,0,0,0,0,0,0,0,1900000.0
200,غرب الرياض,شمالية,22.0,0,0,1,1,1,0,0,0,0,9700000.0
288,شرق الرياض,شرقية,15.0,0,1,0,1,1,0,0,0,0,2100000.0
300,جنوب الرياض,شمالية,15.0,0,0,1,0,1,0,0,0,0,1100000.0
312,شرق الرياض,غربية,20.0,0,1,1,1,1,1,0,0,0,1450000.0
420,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,1,0,0,990000.0
305,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
400,شمال الرياض,شمالية غربية,20.0,0,1,0,1,1,1,0,0,0,4000000.0
265,غرب الرياض,جنوبية,17.0,0,0,1,1,1,0,0,0,0,1200000.0
270,غرب الرياض,جنوبية,30.0,0,0,0,1,1,0,0,0,0,1000000.0
230,جنوب الرياض,جنوبية غربية,20.0,0,0,1,1,1,0,0,0,0,950000.0
300,غرب الرياض,جنوبية,25.0,0,0,1,1,1,0,0,0,0,1200000.0
210,شمال الرياض,جنوبية,15.0,0,1,0,1,1,0,0,0,0,2400000.0
280,جنوب الرياض,جنوبية,16.0,0,0,1,1,1,0,0,1,0,1020000.0
360,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1600000.0
790,شرق الرياض,ثلاث شوارع,10.0,35,1,1,1,1,0,0,0,0,2000000.0
375,شرق الرياض,شرقية,20.0,0,0,0,1,1,0,0,0,0,2000000.0
300,شرق الرياض,غربية,18.0,0,0,1,1,1,0,0,0,0,1700000.0
384,غرب الرياض,شمالية,15.0,0,1,1,1,1,0,0,0,0,1600000.0
270,شرق الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1350000.0
255,شمال الرياض,شمالية,15.0,13,0,0,0,0,0,0,0,0,1900000.0
660,غرب الرياض,شمالية,19.0,6,1,1,1,1,0,0,0,0,1650000.0
375,غرب الرياض,جنوبية شرقية,20.0,0,0,1,0,1,0,0,0,0,1530000.0
360,شرق الرياض,شرقية,28.0,0,0,0,1,1,0,0,0,0,3250000.0
350,غرب الرياض,جنوبية,19.0,0,0,0,0,1,0,0,0,0,1400000.0
200,جنوب الرياض,غربية,20.0,0,0,1,0,1,0,0,0,0,930000.0
216,شمال الرياض,شرقية,20.0,0,1,0,0,1,1,0,0,0,2200000.0
300,غرب الرياض,جنوبية,21.0,0,0,1,1,1,0,0,0,0,1250000.0
240,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,820000.0
437,شمال الرياض,شرقية,25.0,0,0,1,1,1,0,0,0,0,5300000.0
720,شرق الرياض,جنوبية,15.0,11,1,1,1,1,0,0,0,0,3700000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,1,0,1500000.0
405,جنوب الرياض,شرقية,20.0,0,1,1,1,0,0,0,0,0,1250000.0
290,شرق الرياض,جنوبية غربية,21.0,0,0,0,1,1,1,0,0,0,2050000.0
312,شرق الرياض,شمالية,15.0,0,1,0,1,1,1,1,0,0,2200000.0
500,شرق الرياض,جنوبية,20.0,22,1,0,0,1,0,0,0,0,2000000.0
1700,شمال الرياض,شمالية,25.0,0,1,0,1,1,1,0,1,0,25000000.0
288,شرق الرياض,شمالية,18.0,0,0,1,1,1,1,0,0,0,2500000.0
300,غرب الرياض,شمالية,15.0,0,0,0,1,1,0,0,1,0,1300000.0
200,غرب الرياض,شمالية,15.0,0,0,1,1,1,0,1,0,1,1200000.0
300,جنوب الرياض,غربية,20.0,0,0,0,0,1,0,0,0,0,620000.0
230,جنوب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,900000.0
375,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
375,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,1,0,0,1250000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
261,شرق الرياض,جنوبية,20.0,0,0,0,0,0,0,0,0,0,1130000.0
300,غرب الرياض,شرقية,20.0,0,0,0,0,1,1,0,0,0,2100000.0
225,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1550000.0
300,غرب الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,1250000.0
324,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
533,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,5500000.0
742,شمال الرياض,جنوبية,15.0,5,1,0,1,1,0,0,0,0,5500000.0
342,شرق الرياض,جنوبية شرقية,16.0,0,1,0,1,1,1,0,0,0,2500000.0
400,شرق الرياض,شرقية,15.0,9,0,0,0,1,0,0,1,0,2200000.0
288,شرق الرياض,جنوبية,20.0,0,0,0,1,1,0,0,0,0,2100000.0
312,شمال الرياض,شرقية,15.0,0,1,0,1,1,1,0,0,0,2500000.0
375,شرق الرياض,شرقية,10.0,0,0,1,1,0,0,0,0,0,1000000.0
250,شمال الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,2000000.0
300,جنوب الرياض,شرقية,20.0,0,0,0,1,1,0,1,0,0,1200000.0
500,شرق الرياض,جنوبية غربية,20.0,18,0,1,1,1,0,0,0,0,2200000.0
360,جنوب الرياض,جنوبية,22.0,0,0,1,1,1,0,0,0,1,1160000.0
420,جنوب الرياض,غربية,20.0,0,1,1,1,1,0,0,0,0,1250000.0
375,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1500000.0
250,غرب الرياض,شرقية,15.0,0,0,1,1,0,0,0,0,0,1250000.0
375,غرب الرياض,شرقية,20.0,0,1,1,1,1,0,0,0,0,1750000.0
140,جنوب الرياض,شرقية,41.0,0,0,0,0,0,0,0,0,0,550000.0
300,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1180000.0
336,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,1,0,3100000.0
414,شرق الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1900000.0
240,جنوب الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,850000.0
271,شرق الرياض,شرقية,18.0,0,0,1,1,1,0,0,0,1,1370000.0
325,جنوب الرياض,شرقية,20.0,0,0,1,0,0,0,0,1,0,1100000.0
480,شمال الرياض,غربية,20.0,0,1,0,1,1,1,0,1,0,4000000.0
250,جنوب الرياض,شرقية,20.0,0,0,0,0,0,0,0,0,0,580000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1070000.0
1200,شمال الرياض,جنوبية شرقية,20.0,0,1,0,1,1,0,0,1,0,6800000.0
260,شرق الرياض,جنوبية غربية,20.0,0,0,0,1,1,1,0,0,0,1900000.0
200,غرب الرياض,شرقية,17.0,0,0,0,1,1,0,0,0,0,1100000.0
900,شمال الرياض,جنوبية شرقية,20.0,25,1,0,1,1,0,0,0,0,4200000.0
235,جنوب الرياض,جنوبية,15.0,1,0,1,1,0,0,0,0,0,880000.0
200,غرب الرياض,غربية,15.0,0,0,1,0,1,0,0,0,0,1000000.0
450,غرب الرياض,شرقية,22.0,0,0,1,1,1,0,0,0,0,2200000.0
1148,شمال الرياض,شمالية غربية,15.0,21,0,0,0,0,0,0,0,0,6000000.0
300,شرق الرياض,غربية,18.0,0,0,1,1,1,0,0,0,0,1700000.0
575,شرق الرياض,غربية,21.0,14,1,0,1,1,0,0,0,0,3500000.0
336,شرق الرياض,شمالية,18.0,0,1,0,0,1,0,0,0,0,2400000.0
310,شرق الرياض,شمالية شرقية,20.0,0,1,0,1,1,1,0,0,0,2150000.0
306,شرق الرياض,شرقية,15.0,0,1,0,1,1,0,0,0,0,1350000.0
270,جنوب الرياض,غربية,18.0,0,0,0,1,0,0,0,0,0,1100000.0
375,شرق الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,2000000.0
240,جنوب الرياض,جنوبية,20.0,0,0,0,0,0,0,0,0,0,870000.0
380,شرق الرياض,غربية,15.0,1,1,0,1,1,1,0,0,0,1850000.0
350,جنوب الرياض,شمالية شرقية,20.0,0,1,1,1,0,0,0,0,0,1130000.0
375,شرق الرياض,شرقية,25.0,0,0,1,1,1,0,0,0,0,1900000.0
278,جنوب الرياض,غربية,16.0,0,0,1,0,1,0,0,0,0,850000.0
210,شمال الرياض,غربية,16.0,0,1,0,0,1,0,0,0,0,2250000.0
448,شمال الرياض,شمالية,20.0,0,1,0,1,1,0,0,0,0,3500000.0
200,شمال الرياض,شمالية,15.0,0,0,0,1,1,1,0,0,0,2650000.0
375,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1050000.0
312,غرب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,1500000.0
462,شمال الرياض,شمالية غربية,15.0,0,1,0,1,1,1,0,0,0,5000000.0
312,شرق الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,1850000.0
250,جنوب الرياض,جنوبية,15.0,0,0,1,1,0,0,0,0,0,980000.0
228,شمال الرياض,جنوبية,12.0,0,0,0,1,0,0,0,0,0,2400000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,620000.0
200,غرب الرياض,جنوبية غربية,20.0,0,0,0,1,1,0,0,0,0,1550000.0
1200,وسط الرياض,جنوبية غربية,20.0,20,1,1,1,1,0,1,1,1,3000000.0
246,غرب الرياض,غربية,15.0,0,0,0,1,0,0,0,0,0,1100000.0
250,شمال الرياض,غربية,20.0,0,0,0,0,0,1,0,0,0,1300000.0
250,جنوب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,850000.0
375,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,850000.0
324,جنوب الرياض,جنوبية,20.0,0,0,0,0,0,0,0,0,0,1099000.0
246,جنوب الرياض,غربية,25.0,0,0,0,1,1,0,0,0,0,840000.0
360,شمال الرياض,جنوبية,15.0,0,0,1,1,1,1,0,0,0,3900000.0
266,شرق الرياض,جنوبية غربية,15.0,0,0,0,1,1,0,0,0,0,1250000.0
375,غرب الرياض,شرقية,20.0,0,0,0,1,0,0,0,0,0,1600000.0
348,شرق الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,1800000.0
300,غرب الرياض,غربية,20.0,0,1,0,1,1,0,0,0,0,1300000.0
300,شرق الرياض,شرقية,18.0,0,0,1,1,1,0,0,0,0,1950000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1120000.0
350,جنوب الرياض,شرقية,30.0,0,0,1,1,1,0,0,0,0,1150000.0
250,جنوب الرياض,جنوبية,15.0,0,0,0,1,0,0,0,0,0,950000.0
395,جنوب الرياض,غربية,25.0,0,0,0,1,1,0,0,0,0,1050000.0
430,شمال الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,4000000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,1,0,0,0,1350000.0
208,جنوب الرياض,غربية,15.0,0,0,0,0,0,0,0,0,0,790000.0
360,شرق الرياض,شمالية,16.0,0,1,1,1,1,0,0,0,0,1750000.0
313,شرق الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1450000.0
312,غرب الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,1450000.0
400,غرب الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,1800000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,950000.0
225,شمال الرياض,جنوبية,15.0,0,1,0,0,1,0,0,0,0,2800000.0
410,غرب الرياض,غربية,20.0,8,0,1,1,0,0,0,0,0,1500000.0
312,شمال الرياض,شمالية,20.0,0,0,0,1,1,1,0,0,0,2700000.0
300,جنوب الرياض,شرقية,20.0,0,0,0,0,1,0,0,0,0,1030000.0
375,جنوب الرياض,غربية,18.0,0,0,0,1,0,0,0,0,0,720000.0
300,شمال الرياض,غربية,15.0,0,1,0,0,0,0,0,0,0,2550000.0
275,غرب الرياض,شرقية,20.0,0,0,0,0,0,0,0,0,0,1150000.0
286,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1150000.0
300,غرب الرياض,شمالية,17.0,0,0,0,1,1,0,0,0,0,1160000.0
625,غرب الرياض,جنوبية,21.0,14,1,0,1,1,0,1,0,0,4300000.0
276,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,2450000.0
376,غرب الرياض,شمالية,20.0,2,0,0,0,0,0,0,0,0,1100000.0
360,شمال الرياض,جنوبية,15.0,0,0,0,0,1,1,0,0,0,2800000.0
1078,شرق الرياض,جنوبية غربية,15.0,30,1,1,1,1,0,0,0,0,2700000.0
334,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
434,شمال الرياض,شمالية,15.0,0,0,1,1,1,1,0,1,0,3500000.0
300,غرب الرياض,جنوبية,21.0,0,0,1,1,1,0,0,1,0,1200000.0
375,جنوب الرياض,شمالية,15.0,0,0,1,1,1,0,1,0,1,1300000.0
250,شرق الرياض,جنوبية شرقية,15.0,0,0,0,0,0,0,0,0,0,1350000.0
300,شمال الرياض,غربية,15.0,0,1,0,1,1,0,0,0,1,2550000.0
2220,غرب الرياض,جنوبية شرقية,20.0,16,1,0,1,1,1,1,0,1,18000000.0
1122,جنوب الرياض,جنوبية شرقية,21.0,27,1,1,1,1,0,1,1,0,2500000.0
1200,شمال الرياض,جنوبية,20.0,29,1,1,1,1,0,0,0,0,7200000.0
300,شمال الرياض,غربية,15.0,0,1,0,0,1,0,0,0,0,2600000.0
400,شمال الرياض,غربية,15.0,3,0,0,0,0,0,0,0,0,3500000.0
500,شرق الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1200000.0
416,شرق الرياض,شرقية,28.0,0,0,0,1,0,1,0,0,0,4300000.0
360,غرب الرياض,شرقية,20.0,0,0,0,0,0,0,1,0,0,1250000.0
270,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,1000000.0
240,جنوب الرياض,شرقية,15.0,0,0,0,1,1,0,0,0,0,850000.0
280,جنوب الرياض,غربية,15.0,0,0,1,0,1,0,0,0,0,910000.0
288,شرق الرياض,شمالية,15.0,0,0,0,1,1,0,0,0,0,2000000.0
250,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
300,جنوب الرياض,جنوبية غربية,18.0,0,0,0,1,1,0,0,0,0,950000.0
500,شرق الرياض,جنوبية,15.0,0,1,0,1,1,0,0,0,0,3000000.0
408,شمال الرياض,جنوبية غربية,15.0,0,1,0,1,1,1,0,0,0,4000000.0
327,جنوب الرياض,جنوبية شرقية,24.0,0,0,0,0,0,0,0,0,0,1090000.0
275,شرق الرياض,شمالية غربية,5.0,0,0,0,1,1,1,0,0,0,1650000.0
275,جنوب الرياض,شمالية,15.0,0,0,1,1,0,0,0,0,0,1070000.0
391,شمال الرياض,جنوبية,15.0,15,1,1,1,1,0,1,0,0,2600000.0
270,جنوب الرياض,شمالية غربية,15.0,0,0,1,1,1,0,0,0,1,850000.0
360,شرق الرياض,جنوبية,15.0,0,1,0,1,1,0,0,0,1,2200000.0
375,شمال الرياض,شمالية شرقية,14.0,13,1,0,0,1,0,0,0,0,2800000.0
200,غرب الرياض,شمالية,20.0,0,0,0,1,1,1,0,0,0,1000000.0
224,شرق الرياض,شرقية,15.0,2,0,1,0,0,0,0,0,0,1050000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,1,0,0,1200000.0
360,شرق الرياض,جنوبية,18.0,0,0,0,1,1,1,0,0,0,2000000.0
375,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1650000.0
300,شرق الرياض,غربية,15.0,0,0,0,1,1,1,0,0,0,1600000.0
360,جنوب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,1270000.0
300,جنوب الرياض,جنوبية,20.0,0,0,0,1,0,0,0,0,0,700000.0
360,غرب الرياض,شرقية,18.0,0,0,1,1,1,1,0,0,0,1500000.0
440,شمال الرياض,جنوبية,20.0,0,1,0,1,1,1,0,0,0,3700000.0
240,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,820000.0
325,جنوب الرياض,غربية,28.0,0,0,1,1,1,0,0,0,0,1100000.0
200,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
900,شمال الرياض,جنوبية شرقية,20.0,10,1,0,1,1,1,0,1,1,8500000.0
900,شمال الرياض,شمالية غربية,20.0,30,1,1,1,1,0,1,0,0,4500000.0
300,شرق الرياض,شمالية,15.0,0,1,0,1,1,1,0,0,0,2650000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,620000.0
360,غرب الرياض,شمالية,18.0,3,0,0,1,0,0,1,0,0,1100000.0
350,غرب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,1270000.0
515,شرق الرياض,جنوبية,21.0,11,1,0,1,1,0,1,0,0,3000000.0
480,جنوب الرياض,شمالية,28.0,0,0,1,1,0,1,0,0,0,1500000.0
270,شمال الرياض,جنوبية,15.0,0,1,0,0,1,1,0,0,0,2100000.0
625,شرق الرياض,جنوبية,21.0,17,1,1,1,1,0,0,0,0,2900000.0
300,شمال الرياض,شمالية,20.0,0,1,0,1,1,1,0,0,0,2500000.0
243,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,960000.0
300,شمال الرياض,شمالية,5.0,0,0,0,0,0,0,0,0,0,2850000.0
261,شرق الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1400000.0
500,شمال الرياض,شرقية,20.0,0,1,0,1,1,1,0,1,0,6800000.0
250,شرق الرياض,شرقية,18.0,0,0,1,1,1,0,0,0,0,1300000.0
306,شمال الرياض,شمالية غربية,20.0,0,1,0,1,1,1,0,0,0,3650000.0
230,غرب الرياض,جنوبية,15.0,2,0,0,1,1,0,0,0,0,1600000.0
310,شرق الرياض,غربية,15.0,0,0,0,0,1,0,0,0,0,1750000.0
310,جنوب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,920000.0
200,غرب الرياض,غربية,20.0,0,0,0,1,0,0,0,0,0,1100000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1100000.0
5000,شرق الرياض,جنوبية غربية,25.0,0,1,1,1,1,1,1,1,0,12500000.0
300,شرق الرياض,غربية,17.0,0,0,1,0,1,0,0,0,0,1500000.0
312,شرق الرياض,شمالية,15.0,0,0,0,0,1,1,0,0,0,2350000.0
364,شرق الرياض,شمالية غربية,18.0,0,0,1,1,0,1,0,0,0,2100000.0
600,شرق الرياض,جنوبية,26.0,0,1,0,1,1,1,0,0,0,3000000.0
225,غرب الرياض,شمالية غربية,20.0,0,0,0,1,1,1,0,0,0,1750000.0
600,شمال الرياض,شرقية,25.0,0,1,0,1,1,1,0,1,0,7000000.0
440,شمال الرياض,جنوبية,20.0,0,1,0,1,1,1,0,0,0,3700000.0
220,شرق الرياض,غربية,15.0,0,0,0,1,0,0,0,0,0,1750000.0
625,شمال الرياض,جنوبية شرقية,15.0,6,1,0,1,1,1,0,0,1,6000000.0
420,شرق الرياض,شمالية شرقية,17.0,0,1,1,1,1,1,0,0,0,3200000.0
312,غرب الرياض,شمالية,20.0,0,1,0,1,1,0,0,0,0,1450000.0
325,شمال الرياض,شمالية,15.0,0,1,0,0,1,1,0,1,0,4300000.0
375,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,1500000.0
300,شرق الرياض,جنوبية,18.0,0,0,1,1,1,0,0,0,0,1700000.0
360,شرق الرياض,شرقية,30.0,0,1,1,1,1,1,0,0,0,3300000.0
310,شرق الرياض,غربية,15.0,0,1,0,0,1,1,0,0,0,1750000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,1,0,0,1100000.0
250,جنوب الرياض,شرقية,15.0,0,0,1,1,0,0,0,0,0,1000000.0
300,غرب الرياض,شمالية,20.0,0,0,1,0,1,0,0,0,0,1300000.0
300,شرق الرياض,جنوبية غربية,20.0,0,0,1,1,1,0,0,0,0,1700000.0
300,شرق الرياض,جنوبية,20.0,8,1,0,1,1,0,1,0,0,2000000.0
261,شمال الرياض,شمالية شرقية,20.0,0,0,0,1,1,1,0,0,0,2450000.0
390,غرب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1200000.0
458,شرق الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,2600000.0
300,جنوب الرياض,جنوبية,20.0,0,0,1,0,1,0,0,0,0,1150000.0
270,شمال الرياض,شرقية,15.0,0,1,0,1,1,0,0,0,0,3300000.0
300,شرق الرياض,جنوبية,20.0,0,0,1,1,1,1,0,0,0,1700000.0
