space,location,front,streetWidth,propertyAge,driverRoom,tent,patio,maidRoom,elevator,furnihsed,pool,basement,price
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,970000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,730000.0
322,شمال الرياض,شمالية,12.0,28,1,0,0,1,0,0,0,0,2200000.0
330,جنوب الرياض,جنوبية شرقية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
450,شمال الرياض,شمالية,15.0,8,1,1,1,1,1,1,1,0,4700000.0
270,شرق الرياض,جنوبية,20.0,0,0,1,0,1,0,0,0,0,1430000.0
276,شمال الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,2400000.0
386,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,3500000.0
405,شرق الرياض,جنوبية,15.0,7,0,1,1,0,0,0,0,0,1500000.0
350,شمال الرياض,جنوبية,20.0,0,1,0,1,1,1,0,0,0,3500000.0
525,غرب الرياض,شمالية,20.0,1,1,0,1,1,1,1,0,0,6000000.0
400,غرب الرياض,شمالية,20.0,0,0,1,0,0,0,0,0,0,1330000.0
200,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,1,970000.0
300,شرق الرياض,شمالية,16.0,0,0,0,1,1,0,0,0,0,1370000.0
270,غرب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,1150000.0
5933,شرق الرياض,شمالية,20.0,13,0,0,0,0,0,0,0,0,30000000.0
300,غرب الرياض,شرقية,25.0,0,0,1,1,1,0,0,1,0,1080000.0
312,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,1370000.0
437,شرق الرياض,غربية,15.0,0,1,0,1,1,1,0,0,0,3300000.0
325,شمال الرياض,جنوبية شرقية,15.0,14,1,1,1,1,1,1,0,0,3000000.0
300,شمال الرياض,غربية,15.0,0,1,0,1,1,0,0,0,0,2500000.0
300,غرب الرياض,جنوبية,20.0,0,0,1,0,1,0,0,0,0,1700000.0
600,شمال الرياض,غربية,26.0,0,1,1,1,1,1,0,1,0,6700000.0
220,جنوب الرياض,غربية,18.0,0,1,1,1,1,0,0,0,0,780000.0
250,شمال الرياض,جنوبية,15.0,0,1,1,1,1,1,0,0,0,2350000.0
285,غرب الرياض,جنوبية غربية,20.0,0,0,0,1,0,0,0,0,0,1350000.0
390,شرق الرياض,غربية,15.0,5,1,0,0,1,0,0,0,0,2000000.0
400,غرب الرياض,جنوبية شرقية,15.0,0,0,0,1,0,0,0,0,0,1350000.0
225,شمال الرياض,شمالية شرقية,15.0,0,1,0,1,1,1,0,0,0,2500000.0
250,شرق الرياض,شرقية,21.0,0,0,0,1,1,0,0,0,0,1250000.0
250,جنوب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,850000.0
300,غرب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,1230000.0
540,جنوب الرياض,جنوبية شرقية,20.0,0,0,0,1,1,0,0,0,0,1500000.0
351,غرب الرياض,شمالية غربية,20.0,0,0,1,1,1,1,0,0,0,1800000.0
350,شرق الرياض,شمالية,15.0,0,0,1,1,1,1,0,0,0,2100000.0
380,شرق الرياض,شرقية,15.0,15,1,0,0,1,0,0,0,0,1800000.0
200,غرب الرياض,غربية,25.0,0,0,1,1,1,0,0,0,0,1050000.0
300,شمال الرياض,شرقية,20.0,10,1,0,0,1,0,0,0,0,2500000.0
253,جنوب الرياض,جنوبية,19.0,0,0,1,1,1,0,0,0,0,840000.0
288,شرق الرياض,غربية,20.0,0,1,0,1,1,1,0,0,0,2400000.0
300,شرق الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1550000.0
210,غرب الرياض,شرقية,16.0,0,0,1,1,1,0,0,0,0,970000.0
420,جنوب الرياض,جنوبية,15.0,0,0,0,0,1,0,0,0,0,1000000.0
360,غرب الرياض,شمالية,20.0,3,0,1,1,0,0,1,0,0,1100000.0
420,غرب الرياض,جنوبية,16.0,0,0,0,0,0,0,0,0,0,1500000.0
360,شرق الرياض,جنوبية,15.0,0,1,1,1,1,0,0,0,0,1750000.0
525,شمال الرياض,غربية,20.0,0,1,1,1,1,1,0,1,1,11500000.0
330,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,1,0,0,1050000.0
451,شرق الرياض,غربية,25.0,15,0,0,0,1,0,0,0,0,1800000.0
400,شمال الرياض,جنوبية,20.0,6,1,1,1,1,0,1,0,0,3350000.0
325,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1850000.0
300,شرق الرياض,شمالية,15.0,17,1,0,1,1,0,1,0,0,2500000.0
375,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,1,0,0,1500000.0
200,غرب الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,1,950000.0
372,شرق الرياض,شرقية,15.0,0,0,0,0,0,0,0,0,0,2200000.0
313,غرب الرياض,شمالية,17.0,0,0,1,1,0,0,0,0,0,1200000.0
377,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,1,0,4100000.0
400,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1800000.0
625,شمال الرياض,جنوبية,20.0,5,1,0,1,1,0,0,0,0,4800000.0
750,غرب الرياض,شمالية شرقية,20.0,4,0,1,1,0,0,0,0,0,2500000.0
375,شرق الرياض,شمالية غربية,20.0,0,1,0,0,1,1,0,0,0,2300000.0
375,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,0,0,3200000.0
750,غرب الرياض,شرقية,5.0,20,1,0,1,1,0,1,0,0,1600000.0
362,شمال الرياض,جنوبية,14.0,0,1,0,1,1,0,1,0,0,4100000.0
400,غرب الرياض,شرقية,30.0,0,0,0,1,1,0,0,0,0,1800000.0
300,شرق الرياض,شمالية,15.0,0,1,1,1,1,0,0,0,0,1800000.0
540,شرق الرياض,جنوبية,15.0,25,1,0,1,1,0,0,1,0,2950000.0
273,جنوب الرياض,غربية,15.0,0,0,1,1,0,0,0,0,0,900000.0
360,جنوب الرياض,جنوبية شرقية,20.0,0,0,1,1,0,0,1,0,0,720000.0
375,شمال الرياض,شرقية,15.0,0,1,0,0,1,1,0,1,0,4000000.0
300,جنوب الرياض,شمالية,20.0,0,0,1,1,0,0,0,0,0,1180000.0
200,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,980000.0
200,شمال الرياض,غربية,15.0,0,1,0,0,1,1,0,0,0,2550000.0
348,شرق الرياض,غربية,15.0,0,0,1,1,1,1,0,0,0,1800000.0
375,جنوب الرياض,شمالية شرقية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
385,غرب الرياض,غربية,16.0,6,0,1,1,0,0,0,0,0,1350000.0
464,شرق الرياض,جنوبية,17.0,21,1,0,1,1,1,1,1,0,1500000.0
200,غرب الرياض,شرقية,20.0,0,0,0,0,0,1,1,0,0,630000.0
500,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,5800000.0
305,غرب الرياض,شمالية,17.0,0,0,1,1,1,0,0,0,0,1600000.0
360,غرب الرياض,غربية,20.0,6,0,1,1,1,0,0,0,0,1400000.0
312,غرب الرياض,شمالية,15.0,2,1,0,1,1,0,0,0,0,1250000.0
324,شمال الرياض,شرقية,12.0,0,1,0,1,1,1,0,1,0,3900000.0
300,جنوب الرياض,شرقية,21.0,0,1,1,0,1,0,0,0,0,1100000.0
312,غرب الرياض,شرقية,20.0,0,0,0,0,1,1,0,0,0,1650000.0
325,جنوب الرياض,شرقية,28.0,0,0,0,0,0,0,0,0,0,1090000.0
437,غرب الرياض,شمالية,19.0,0,0,1,1,1,0,0,0,0,1250000.0
200,غرب الرياض,غربية,15.0,0,0,1,0,1,0,0,0,0,1050000.0
250,جنوب الرياض,شرقية,19.0,0,0,1,1,1,0,0,0,0,920000.0
450,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,1,0,5400000.0
220,جنوب الرياض,شرقية,20.0,0,1,1,1,1,0,0,0,0,970000.0
240,شرق الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,1180000.0
252,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,3000000.0
313,جنوب الرياض,شرقية,19.0,0,0,1,1,0,0,0,0,0,1220000.0
300,شرق الرياض,جنوبية,17.0,0,0,1,1,0,0,0,0,0,1600000.0
300,شمال الرياض,جنوبية,25.0,0,0,0,1,0,0,0,1,0,2200000.0
230,غرب الرياض,شمالية,20.0,7,0,1,1,0,0,0,0,0,1050000.0
377,شمال الرياض,شمالية,15.0,5,1,0,1,1,0,0,0,0,3700000.0
458,شرق الرياض,جنوبية غربية,20.0,0,0,1,1,1,1,0,0,0,2570000.0
455,شرق الرياض,غربية,20.0,7,1,0,1,1,0,0,0,0,2000000.0
732,جنوب الرياض,غربية,15.0,2,0,1,1,0,0,0,0,0,2200000.0
300,غرب الرياض,شمالية,22.0,0,0,1,1,1,0,0,0,0,1550000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
425,شرق الرياض,جنوبية غربية,15.0,9,1,1,1,1,0,0,0,0,2300000.0
343,شمال الرياض,شمالية غربية,20.0,0,1,0,0,1,1,0,0,0,3400000.0
280,جنوب الرياض,شمالية,24.0,0,0,1,1,1,0,0,0,0,1100000.0
420,جنوب الرياض,غربية,15.0,0,0,1,1,0,0,0,0,0,1500000.0
200,غرب الرياض,شمالية,20.0,0,0,0,0,1,0,0,0,0,1450000.0
300,غرب الرياض,غربية,18.0,0,0,1,1,1,0,0,0,0,1170000.0
625,شرق الرياض,شمالية شرقية,20.0,8,1,1,1,0,0,0,0,0,5000000.0
377,غرب الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,1500000.0
329,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,970000.0
360,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,1,0,0,1150000.0
336,شمال الرياض,جنوبية غربية,15.0,0,1,0,0,0,0,0,0,0,4000000.0
312,شرق الرياض,جنوبية,15.0,0,0,1,0,1,0,0,0,0,1750000.0
200,غرب الرياض,شمالية,20.0,3,0,1,1,1,0,1,0,0,950000.0
603,شرق الرياض,جنوبية غربية,20.0,0,1,0,1,1,0,0,0,0,6000000.0
270,شرق الرياض,شمالية غربية,15.0,0,1,0,1,1,1,0,0,0,3100000.0
264,شمال الرياض,شرقية,15.0,0,1,0,1,1,1,0,0,0,2800000.0
225,غرب الرياض,شمالية شرقية,20.0,0,0,1,1,1,1,0,0,0,1700000.0
378,شرق الرياض,شمالية,18.0,0,0,0,0,0,0,0,0,0,1850000.0
250,شرق الرياض,شرقية,15.0,0,0,0,0,1,0,0,0,0,1530000.0
360,شمال الرياض,جنوبية غربية,15.0,0,1,0,1,1,1,0,1,0,4300000.0
900,شرق الرياض,شمالية غربية,20.0,16,1,0,0,1,0,0,0,0,5000000.0
270,شمال الرياض,شمالية,15.0,0,1,0,0,1,1,0,0,0,2800000.0
300,شرق الرياض,جنوبية,18.0,0,0,0,1,1,0,0,0,0,1600000.0
312,غرب الرياض,جنوبية شرقية,15.0,0,0,1,1,1,0,0,0,0,1500000.0
240,جنوب الرياض,جنوبية,21.0,0,0,1,1,1,0,0,0,0,850000.0
300,شرق الرياض,جنوبية,20.0,0,0,0,1,0,0,0,0,0,1350000.0
440,شرق الرياض,جنوبية غربية,15.0,9,1,0,0,1,0,0,0,0,3500000.0
340,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1130000.0
288,شمال الرياض,شمالية,20.0,0,1,0,1,1,1,0,0,0,3200000.0
250,غرب الرياض,جنوبية غربية,20.0,0,0,1,1,0,0,1,0,0,1170000.0
460,غرب الرياض,جنوبية غربية,15.0,0,0,0,1,0,0,0,0,0,1500000.0
250,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,920000.0
504,شمال الرياض,شمالية,18.0,0,1,0,1,1,1,0,1,0,5900000.0
348,شرق الرياض,جنوبية,17.0,0,0,1,1,1,0,0,1,0,1600000.0
300,غرب الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,1100000.0
300,غرب الرياض,غربية,15.0,0,0,1,1,1,0,0,0,0,1270000.0
450,غرب الرياض,غربية,17.0,0,0,1,1,0,0,0,0,1,1520000.0
300,شرق الرياض,جنوبية,15.0,0,0,0,1,1,0,0,0,0,1350000.0
200,غرب الرياض,غربية,15.0,3,0,1,1,1,0,1,0,0,894000.0
275,شرق الرياض,جنوبية,20.0,0,1,0,0,1,0,0,0,0,1650000.0
320,غرب الرياض,شمالية شرقية,21.0,0,0,1,1,1,0,0,0,0,1300000.0
340,شمال الرياض,غربية,16.0,0,1,0,1,0,0,0,0,0,3200000.0
225,شرق الرياض,شمالية شرقية,18.0,0,0,0,1,1,0,0,0,0,1430000.0
370,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1500000.0
300,شمال الرياض,غربية,16.0,0,1,0,0,1,0,0,0,0,2550000.0
285,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,930000.0
300,شرق الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
300,شرق الرياض,جنوبية,20.0,0,0,0,0,1,1,0,0,0,1650000.0
360,شرق الرياض,شرقية,15.0,0,1,0,0,1,1,0,0,0,2200000.0
360,جنوب الرياض,جنوبية,20.0,0,0,0,0,0,0,0,0,0,1280000.0
360,غرب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,1700000.0
200,غرب الرياض,شمالية شرقية,15.0,0,0,0,1,1,0,0,0,0,1150000.0
265,شرق الرياض,غربية,20.0,0,0,0,1,1,1,0,0,0,2250000.0
200,غرب الرياض,جنوبية,15.0,0,0,1,1,1,0,0,0,0,980000.0
216,شمال الرياض,شرقية,20.0,0,0,0,1,0,1,1,0,0,2300000.0
250,غرب الرياض,شرقية,15.0,0,0,1,1,1,0,0,0,0,1200000.0
456,شمال الرياض,جنوبية,12.0,35,1,0,1,1,0,0,0,0,1950000.0
200,غرب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
228,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1089000.0
260,شمال الرياض,جنوبية,20.0,0,1,0,0,1,1,0,0,0,2350000.0
415,شمال الرياض,جنوبية شرقية,18.0,0,1,0,0,1,1,0,0,0,5650000.0
240,جنوب الرياض,شمالية,20.0,0,0,0,1,0,0,0,0,0,950000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,950000.0
408,غرب الرياض,شمالية شرقية,20.0,7,0,1,1,1,0,0,0,0,1200000.0
200,غرب الرياض,شرقية,16.0,0,0,1,1,1,0,0,0,0,1050000.0
450,غرب الرياض,شرقية,18.0,6,0,1,0,1,0,0,0,0,1520000.0
390,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1650000.0
360,شرق الرياض,شرقية,15.0,0,0,0,0,0,1,0,0,0,2200000.0
375,شرق الرياض,شمالية,5.0,0,0,0,1,1,0,0,0,0,2050000.0
900,غرب الرياض,جنوبية,5.0,0,0,0,0,0,0,0,0,0,1600000.0
200,غرب الرياض,شمالية,15.0,0,1,0,1,0,0,0,0,0,920000.0
300,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,970000.0
480,شرق الرياض,جنوبية شرقية,20.0,8,1,1,1,1,0,1,0,0,2800000.0
312,غرب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,1500000.0
228,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,2850000.0
354,غرب الرياض,جنوبية شرقية,20.0,2,0,0,1,0,0,0,0,0,1150000.0
2370,شمال الرياض,شمالية شرقية,20.0,0,1,0,1,1,1,0,1,1,38000000.0
375,شرق الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,2250000.0
275,غرب الرياض,جنوبية غربية,20.0,0,0,1,1,1,0,0,0,0,1325000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1230000.0
625,غرب الرياض,جنوبية,12.0,35,1,0,1,0,0,0,0,0,1000000.0
200,غرب الرياض,جنوبية,20.0,0,0,0,1,0,0,0,0,0,1700000.0
375,شرق الرياض,غربية,15.0,0,1,1,1,1,0,0,0,0,1730000.0
360,شرق الرياض,شمالية,25.0,0,0,1,1,1,0,0,0,0,1800000.0
338,غرب الرياض,جنوبية شرقية,20.0,0,0,1,1,1,0,1,0,0,1500000.0
217,جنوب الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,850000.0
250,غرب الرياض,شرقية,20.0,3,0,1,1,1,0,0,0,0,1200000.0
360,شرق الرياض,غربية,20.0,0,0,0,1,1,0,0,0,0,2200000.0
277,شرق الرياض,شمالية غربية,15.0,0,1,0,1,1,1,0,0,0,2050000.0
295,جنوب الرياض,غربية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
337,غرب الرياض,غربية,25.0,0,0,1,1,1,0,0,0,0,2500000.0
375,غرب الرياض,شرقية,19.0,0,0,0,1,1,0,0,0,0,1250000.0
305,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,3500000.0
360,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1350000.0
275,شرق الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,2600000.0
288,جنوب الرياض,شمالية,18.0,0,0,1,1,1,0,0,0,0,1050000.0
280,شرق الرياض,شمالية شرقية,15.0,0,0,1,1,1,0,0,0,0,1700000.0
200,غرب الرياض,شرقية,20.0,0,0,0,1,1,0,0,0,0,1170000.0
200,غرب الرياض,جنوبية غربية,15.0,0,0,1,1,1,0,0,0,0,980000.0
390,شرق الرياض,شمالية,20.0,5,0,0,1,0,0,0,0,0,1700000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,0,0,0,1150000.0
500,شرق الرياض,جنوبية,15.0,10,0,0,1,1,0,0,0,0,2200000.0
280,شمال الرياض,جنوبية,20.0,0,1,0,0,1,1,0,0,0,2700000.0
205,جنوب الرياض,جنوبية,20.0,0,0,0,1,0,0,0,0,0,795000.0
300,شرق الرياض,شرقية,20.0,0,1,0,0,1,0,0,0,0,1550000.0
375,غرب الرياض,جنوبية,20.0,0,1,0,1,1,0,0,0,0,1600000.0
450,غرب الرياض,جنوبية,20.0,0,1,0,1,1,0,0,0,0,1550000.0
240,شرق الرياض,شرقية,14.0,0,0,0,0,1,1,0,0,0,1750000.0
360,شرق الرياض,شرقية,15.0,0,0,0,0,0,1,0,0,0,2200000.0
280,جنوب الرياض,غربية,20.0,0,0,1,1,0,0,0,0,0,1200000.0
300,جنوب الرياض,شرقية,18.0,0,0,0,0,0,0,0,0,0,1060000.0
300,شمال الرياض,شمالية,20.0,0,1,0,0,1,0,0,0,0,2700000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1200000.0
300,جنوب الرياض,جنوبية,21.0,0,0,0,1,1,1,0,0,0,990000.0
900,شمال الرياض,جنوبية,20.0,20,1,0,0,1,0,0,1,0,7000000.0
625,غرب الرياض,جنوبية شرقية,20.0,9,1,0,1,1,0,0,0,0,1650000.0
500,غرب الرياض,شرقية,15.0,0,1,0,1,1,0,0,0,0,2500000.0
250,جنوب الرياض,شرقية,18.0,0,0,1,1,1,0,0,0,0,850000.0
350,جنوب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1080000.0
200,غرب الرياض,شمالية,18.0,0,0,0,1,1,0,0,0,0,950000.0
300,شمال الرياض,شمالية,15.0,0,1,0,1,1,1,0,0,0,2700000.0
398,شمال الرياض,جنوبية,20.0,0,1,0,1,1,1,0,0,0,3100000.0
360,غرب الرياض,شمالية,15.0,0,0,1,1,0,0,0,0,0,1350000.0
440,شرق الرياض,شمالية,14.0,35,0,0,0,0,0,0,0,0,1850000.0
165,شرق الرياض,شمالية شرقية,20.0,0,0,1,0,1,1,0,0,0,2250000.0
300,شرق الرياض,جنوبية,15.0,1,0,1,1,0,0,0,0,0,1400000.0
200,غرب الرياض,شمالية,15.0,0,0,1,1,0,0,0,0,0,980000.0
330,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,0,0,2500000.0
300,شرق الرياض,جنوبية,16.0,0,1,0,1,1,0,0,0,0,1500000.0
200,غرب الرياض,شمالية,10.0,0,0,0,1,1,0,0,0,0,1000000.0
550,شمال الرياض,جنوبية,15.0,12,0,0,0,0,0,0,0,0,4700000.0
250,غرب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1250000.0
208,شرق الرياض,شمالية,28.0,3,0,0,0,0,0,0,0,0,1150000.0
200,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1090000.0
300,جنوب الرياض,شرقية,15.0,0,0,0,0,0,0,0,0,0,750000.0
450,شمال الرياض,غربية,20.0,5,1,0,1,1,0,0,0,0,3900000.0
275,غرب الرياض,غربية,15.0,0,0,0,1,1,0,0,0,0,1100000.0
735,شمال الرياض,جنوبية غربية,12.0,30,1,1,1,0,0,1,1,0,5500000.0
270,شمال الرياض,شرقية,15.0,0,1,0,1,1,1,0,0,0,2500000.0
323,جنوب الرياض,جنوبية,20.0,0,0,1,1,0,0,0,0,0,670000.0
200,غرب الرياض,شرقية,20.0,0,1,1,1,1,0,0,0,0,980000.0
360,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1300000.0
300,غرب الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1500000.0
265,شرق الرياض,غربية,20.0,0,1,0,1,1,1,0,0,0,2200000.0
310,شرق الرياض,غربية,16.0,0,0,1,1,1,1,0,0,0,1800000.0
312,شمال الرياض,غربية,15.0,0,0,0,1,1,1,0,0,0,2700000.0
225,غرب الرياض,جنوبية شرقية,20.0,0,0,0,1,1,0,0,0,0,1250000.0
250,غرب الرياض,جنوبية,18.0,0,0,1,1,0,0,0,0,0,1050000.0
405,شمال الرياض,شمالية,15.0,5,1,0,1,1,0,0,0,0,2800000.0
50,شرق الرياض,جنوبية,15.0,0,1,1,1,1,0,0,0,0,1950000.0
270,شرق الرياض,شمالية شرقية,5.0,0,0,0,1,1,0,0,0,0,1500000.0
220,شرق الرياض,شمالية شرقية,15.0,0,1,0,1,1,0,0,0,0,1900000.0
391,شرق الرياض,غربية,20.0,9,0,1,0,0,0,0,0,0,2750000.0
375,شمال الرياض,شمالية غربية,15.0,0,1,0,0,1,0,0,0,0,3000000.0
625,شرق الرياض,جنوبية غربية,20.0,8,1,1,1,1,0,0,0,0,2900000.0
675,غرب الرياض,غربية,15.0,26,0,1,1,0,0,1,0,0,1800000.0
900,شرق الرياض,جنوبية غربية,15.0,0,0,0,0,0,0,0,0,0,3100000.0
335,جنوب الرياض,شمالية,15.0,0,0,0,1,0,0,0,0,0,680000.0
250,غرب الرياض,شرقية,25.0,0,0,1,1,1,0,0,0,0,1300000.0
322,شرق الرياض,جنوبية غربية,20.0,0,1,0,1,1,1,0,0,0,2400000.0
200,شمال الرياض,شمالية,20.0,0,1,0,0,1,0,0,0,0,2600000.0
312,شمال الرياض,شمالية,20.0,0,0,0,0,1,1,0,0,0,2700000.0
337,شمال الرياض,غربية,25.0,0,1,0,1,1,1,0,0,0,3950000.0
300,جنوب الرياض,شرقية,20.0,0,0,0,1,0,0,0,0,0,720000.0
608,شمال الرياض,شمالية غربية,15.0,0,1,0,1,1,1,0,1,0,7000000.0
262,شمال الرياض,جنوبية,15.0,0,1,0,1,1,1,0,1,0,2700000.0
360,شرق الرياض,شمالية,20.0,0,0,0,0,0,0,0,0,0,1500000.0
240,شرق الرياض,شمالية,15.0,0,0,1,1,1,1,0,0,0,1900000.0
375,جنوب الرياض,غربية,15.0,0,0,0,1,0,0,0,0,0,1550000.0
360,جنوب الرياض,شمالية,26.0,0,0,1,1,0,0,0,0,0,950000.0
240,غرب الرياض,شرقية,20.0,0,0,1,1,0,0,1,0,0,1200000.0
290,جنوب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,930000.0
244,جنوب الرياض,شرقية,15.0,0,0,1,1,1,0,1,0,0,800000.0
288,شرق الرياض,شرقية,15.0,0,0,0,0,1,1,0,0,0,1950000.0
300,غرب الرياض,شمالية,20.0,0,1,1,1,1,0,0,0,0,1230000.0
390,شرق الرياض,شرقية,20.0,0,0,1,0,1,1,0,0,0,1700000.0
300,غرب الرياض,جنوبية شرقية,15.0,1,0,1,1,1,0,1,0,0,2000000.0
200,غرب الرياض,شرقية,5.0,0,0,0,1,0,0,0,0,0,1400000.0
536,جنوب الرياض,شمالية,15.0,2,0,1,1,0,0,0,0,0,1400000.0
313,شمال الرياض,ثلاث شوارع,20.0,18,1,1,1,1,0,0,0,0,2900000.0
200,غرب الرياض,شمالية,20.0,3,0,1,1,1,0,0,0,0,1100000.0
305,شرق الرياض,شمالية,20.0,0,0,1,1,1,0,0,0,0,1500000.0
384,شمال الرياض,شمالية,15.0,0,1,0,1,1,0,0,0,0,3000000.0
360,شمال الرياض,جنوبية,15.0,0,1,0,0,1,0,0,0,0,2800000.0
200,شمال الرياض,شمالية,15.0,0,0,1,1,1,0,0,0,0,2600000.0
200,غرب الرياض,شمالية,15.0,0,1,1,0,1,0,0,0,0,1050000.0
265,شرق الرياض,غربية,20.0,0,0,1,1,1,1,0,1,0,2200000.0
270,جنوب الرياض,جنوبية,18.0,0,0,1,1,0,0,0,0,0,1170000.0
250,غرب الرياض,جنوبية,30.0,0,0,1,1,1,0,0,0,0,1000000.0
300,غرب الرياض,غربية,20.0,0,1,0,0,1,0,0,0,0,1250000.0
390,شمال الرياض,شمالية,15.0,16,1,0,1,1,0,0,0,0,4200000.0
500,شرق الرياض,جنوبية,20.0,30,0,1,1,1,0,0,0,0,1850000.0
200,غرب الرياض,غربية,20.0,0,0,1,1,0,0,0,0,0,1100000.0
350,جنوب الرياض,شرقية,15.0,9,0,0,0,0,0,0,0,0,1300000.0
294,شرق الرياض,جنوبية,20.0,0,1,0,1,1,1,0,0,0,1550000.0
300,شرق الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,1600000.0
337,شمال الرياض,شمالية,15.0,6,1,0,1,1,0,0,0,0,3300000.0
1700,شمال الرياض,شمالية,25.0,0,1,0,1,1,0,0,1,0,25000000.0
300,شمال الرياض,غربية,20.0,0,1,1,1,1,1,1,1,0,2600000.0
377,شمال الرياض,غربية,16.0,0,0,1,1,1,0,1,0,1,4200000.0
300,غرب الرياض,جنوبية,25.0,0,0,1,1,1,0,0,0,0,1250000.0
375,غرب الرياض,شرقية,20.0,0,0,0,1,0,0,0,0,0,2700000.0
260,جنوب الرياض,جنوبية,20.0,0,0,1,1,1,0,0,0,0,960000.0
292,شرق الرياض,جنوبية شرقية,20.0,0,0,0,0,1,0,0,0,0,1700000.0
300,جنوب الرياض,شرقية,20.0,0,0,1,1,1,0,0,0,0,1050000.0
450,غرب الرياض,شمالية,20.0,0,0,0,1,1,0,0,0,0,2000000.0
3150,غرب الرياض,جنوبية شرقية,25.0,0,1,0,1,1,1,0,1,0,25000000.0
200,غرب الرياض,شمالية,10.0,0,0,1,1,1,0,0,0,0,1025000.0
300,جنوب الرياض,شرقية,20.0,0,0,0,1,0,0,0,0,0,720000.0
360,غرب الرياض,غربية,20.0,0,1,0,1,1,0,0,0,0,1450000.0
300,جنوب الرياض,شمالية,15.0,0,0,1,1,0,0,0,0,0,1250000.0
600,شمال الرياض,جنوبية,20.0,8,1,0,1,1,0,1,0,0,5000000.0
3235,غرب الرياض,شمالية,25.0,0,1,1,1,1,0,1,0,1,7100000.0
225,شمال الرياض,شرقية,20.0,0,1,1,1,1,1,0,0,0,2800000.0
250,جنوب الرياض,جنوبية,15.0,0,0,1,0,1,0,0,0,0,860000.0
