نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,سكني,الرياض, حي المحمدية ,أربع شوارع,3500.0,9000.0,31500000.0
أرض,سكني,الرياض, ملهم ,جنوبية غربية,625.0,9000.0,5625000.0
أرض,سكني,الرياض, حي ظهرة لبن ,جنوبية,450.0,2222.0,999900.0
أرض,سكني,الرياض, حي المصيف ,شرقية,329.0,4600.0,1513400.0
أرض,سكني,الرياض, حي الياسمين ,شرقية,496.0,5500.0,2728000.0
أرض,سكني,الرياض, حي طويق ,شرقية,496.0,5500.0,2728000.0
أرض,سكني,الرياض, حي النهضة ,شمالية,875.0,3200.0,2800000.0
أرض,سكني,الرياض, حي البرية ,جنوبية,437.0,1487.0,649819.0
أرض,سكني,الرياض, حي النرجس ,جنوبية شرقية,1050.0,900.0,945000.0
أرض,سكني,الرياض, حي النرجس ,شمالية,225.0,5000.0,1125000.0
أرض,سكني,الرياض, حي العارض ,شمالية,300.0,3666.0,1099800.0
أرض,سكني,الرياض, حي العليا ,شمالية غربية,728.0,4500.0,3276000.0
أرض,سكني,الرياض, حي الضباط ,جنوبية,570.0,2700.0,1539000.0
أرض,سكني,الرياض, حي نمار ,غربية,231.0,1550.0,358050.0
أرض,سكني,الرياض, حي المهدية ,غربية,450.0,2900.0,1305000.0
أرض,سكني,الرياض, حي ضاحية نمار ,شمالية,889.0,1237.0,1099693.0
أرض,سكني,الرياض, حي الازدهار ,جنوبية,1493.0,13395.0,19998735.0
أرض,سكني,الرياض, حي الخير ,شرقية,375.0,1480.0,555000.0
أرض,سكني,الرياض, حي اشبيلية ,غربية,900.0,5555.0,4999500.0
أرض,سكني,الرياض, حي الخير ,شرقية,375.0,1550.0,581250.0
أرض,سكني,الرياض, حي اليرموك ,غربية,900.0,5555.0,4999500.0
أرض,تجاري وسكني,الرياض, حي اليرموك ,غربية,900.0,5555.0,4999500.0
أرض,سكني,الرياض, حي العارض ,غربية,450.0,4800.0,2160000.0
أرض,سكني,الرياض, حي النرجس ,شمالية,300.0,5550.0,1665000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,شرقية,930.0,1750.0,1627500.0
أرض,تجاري وسكني,الرياض, حي ديراب ,جنوبية,750.0,1200.0,900000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,جنوبية,750.0,1200.0,900000.0
أرض,تجاري,الرياض, حي العارض ,غربية,425.0,6500.0,2762500.0
أرض,سكني,الرياض, حي العارض ,غربية,425.0,4900.0,2082500.0
أرض,سكني,الرياض, حي العارض ,شرقية,900.0,4000.0,3600000.0
أرض,سكني,الرياض, حي الصحافة ,جنوبية,525.0,1300.0,682500.0
أرض,سكني,الرياض, حي العارض ,جنوبية,686.0,5000.0,3430000.0
أرض,سكني,الرياض, حي الخير ,شرقية,375.0,1570.0,588750.0
أرض,سكني,الرياض, حي الغدير ,جنوبية غربية,1517.0,6700.0,10163900.0
أرض,سكني,الرياض, حي نمار,شرقية,375.0,6700.0,2512500.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,غربية,400.0,2250.0,900000.0
أرض,سكني,الرياض, حي المهدية ,غربية,750.0,1170.0,877500.0
أرض,سكني,الرياض, حي الرحمانية ,جنوبية شرقية,875.0,6700.0,5862500.0
أرض,تجاري,الرياض, حي القادسية ,شرقية,2512.0,2900.0,7284800.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية غربية,4060.0,3000.0,12180000.0
أرض,تجاري,الرياض, حي الخير ,غربية,744.0,800.0,595200.0
أرض,تجاري,الرياض, حي المهدية ,غربية,450.0,2700.0,1215000.0
أرض,سكني,الرياض, حي النهضة ,جنوبية,750.0,3200.0,2400000.0
أرض,سكني,الرياض, حي الحمراء ,شرقية,375.0,1450.0,543750.0
أرض,سكني,الرياض, حي المنصورة ,جنوبية شرقية,1200.0,1450.0,1740000.0
أرض,سكني,الرياض, حي المهدية ,شرقية,524.0,1450.0,759800.0
أرض,سكني,الرياض, حي الخليج ,شمالية غربية,750.0,3600.0,2700000.0
أرض,سكني,الرياض, حي الخير ,شمالية,975.0,1133.0,1104675.0
أرض,سكني,الرياض, حي الخليج ,غربية,750.0,3500.0,2625000.0
أرض,سكني,الرياض, حي الخير ,غربية,744.0,1430.0,1063920.0
أرض,سكني,الرياض, حي عريض ,شمالية,900.0,1450.0,1305000.0
أرض,سكني,الرياض, حي الزاهر ,غربية,2000.0,1413.0,2826000.0
أرض,سكني,الرياض, ضاحية نمار ,غربية,375.0,1333.0,499875.0
أرض,سكني,الرياض, حي العارض ,شمالية,458.0,3900.0,1786200.0
أرض,سكني,الرياض, حي ام سليم ,جنوبية شرقية,199.0,1800.0,358200.0
أرض,سكني,الرياض, حي الحزم ,جنوبية غربية,15233.0,350.0,5331550.0
أرض,سكني,الرياض, حي ضاحية نمار ,جنوبية غربية,15233.0,350.0,5331550.0
أرض,سكني,الرياض, ضرما ,جنوبية شرقية,1157.0,691.0,799487.0
أرض,تجاري وسكني,الرياض, حي المهدية ,شمالية,400.0,2800.0,1120000.0
أرض,سكني,الرياض, حي المهدية ,شمالية,2570.0,850.0,2184500.0
أرض,سكني,الرياض, حي المهدية ,جنوبية,320.0,2875.0,920000.0
أرض,سكني,الرياض, حي المحمدية ,جنوبية,405.0,9000.0,3645000.0
أرض,سكني,الرياض, حي الربيع ,غربية,375.0,6700.0,2512500.0
أرض,سكني,الرياض, العيينة ,شمالية,630.0,2500.0,1575000.0
أرض,تجاري وسكني,الرياض, حي العوالي ,جنوبية,900.0,2700.0,2430000.0
أرض,تجاري,الرياض, حي النرجس ,شمالية غربية,732.0,8100.0,5929200.0
أرض,سكني,الرياض, حي الهدا ,جنوبية شرقية,3890.0,5000.0,19450000.0
أرض,سكني,الرياض, شارع العين ,جنوبية غربية,900.0,3333.0,2999700.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,غربية,900.0,4000.0,3600000.0
أرض,سكني,الرياض, حي عريض ,شمالية غربية,900.0,1450.0,1305000.0
أرض,سكني,الرياض, حي النظيم ,شمالية,375.0,1550.0,581250.0
أرض,سكني,الرياض, حي النظيم ,شمالية شرقية,918.0,708.0,649944.0
أرض,سكني,الرياض, حي النظيم ,شمالية,750.0,1300.0,975000.0
أرض,سكني,الرياض, حي النظيم ,جنوبية شرقية,750.0,2000.0,1500000.0
أرض,سكني,الرياض, حي النظيم ,شرقية,750.0,1450.0,1087500.0
أرض,سكني,الرياض, حي الملز ,غربية,900.0,611.0,549900.0
أرض,تجاري وسكني,الرياض, حي المناخ ,شمالية شرقية,2927.0,1500.0,4390500.0
أرض,سكني,الرياض, حي ضاحية نمار ,جنوبية,624.0,6000.0,3744000.0
أرض,سكني,الرياض, حي مطار الملك خالد الدولي ,شمالية غربية,411.0,4000.0,1644000.0
أرض,سكني,الرياض, حي ضاحية نمار ,شمالية,720.0,958.0,689760.0
أرض,سكني,الرياض, حي المهدية ,غربية,537.0,2500.0,1342500.0
أرض,سكني,الرياض, حي الرمال ,جنوبية,390.0,3100.0,1209000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,400.0,2750.0,1100000.0
أرض,سكني,الرياض, حي ضاحية نمار ,شرقية,1062.0,1000.0,1062000.0
أرض,سكني,الرياض, حي الرمال ,شمالية,7500.0,1400.0,10500000.0
أرض,تجاري,الرياض, حي الخليج ,شرقية,1500.0,3200.0,4800000.0
أرض,تجاري,الرياض, حي النرجس ,شمالية,360.0,4700.0,1692000.0
أرض,سكني,الرياض, حي النرجس ,غربية,921.0,3000.0,2763000.0
أرض,سكني,الرياض, حي بدر ,جنوبية غربية,527.0,1300.0,685100.0
أرض,سكني,الرياض, حي بدر ,غربية,300.0,5000.0,1500000.0
أرض,سكني,الرياض, حي اليرموك ,غربية,300.0,3700.0,1110000.0
أرض,تجاري,الرياض, حي المنار ,غربية,2530.0,3800.0,9614000.0
أرض,تجاري,الرياض, حي النرجس ,غربية,1076.0,12082.0,13000232.0
أرض,تجاري,الرياض, حي النرجس ,شمالية شرقية,452.0,1438.0,649976.0
أرض,تجاري,الرياض, حي طويق ,شمالية,870.0,2000.0,1740000.0
أرض,سكني,الرياض, حي الربوة ,شرقية,434.0,4000.0,1736000.0
أرض,تجاري,الرياض, حي القادسية ,غربية,2400.0,1700.0,4080000.0
أرض,تجاري,الرياض, حي القادسية ,شمالية,1246.0,2000.0,2492000.0
أرض,سكني,الرياض, حي الملقا ,شمالية شرقية,940.0,8300.0,7802000.0
أرض,سكني,الرياض, حي الربوة ,جنوبية شرقية,2500.0,5000.0,12500000.0
أرض,سكني,الرياض, حي المعيزلة ,جنوبية شرقية,2500.0,5000.0,12500000.0
أرض,سكني,الرياض, حي المصفاة ,شرقية,1600.0,1000.0,1600000.0
أرض,سكني,الرياض, حي الرمال ,شرقية,1647.0,2900.0,4776300.0
أرض,سكني,الرياض, حي الرمال ,جنوبية,3002.0,2800.0,8405600.0
أرض,سكني,الرياض, حي الحمراء ,جنوبية شرقية,2080.0,8000.0,16640000.0
أرض,سكني,الرياض, حي المونسية ,جنوبية شرقية,2080.0,8000.0,16640000.0
أرض,سكني,الرياض, حي العقيق ,غربية,625.0,8000.0,5000000.0
أرض,تجاري وسكني,الرياض, حي النرجس ,أربع شوارع,3900.0,6154.0,24000600.0
أرض,تجاري,الرياض, حي المهدية ,شمالية,800.0,2625.0,2100000.0
أرض,تجاري,الرياض, حي القادسية ,جنوبية,2400.0,5625.0,13500000.0
أرض,سكني,الرياض, حي المعيزلة ,جنوبية شرقية,704.0,2500.0,1760000.0
أرض,سكني,الرياض, حي الملك فهد ,ثلاث شوارع,900.0,4666.0,4199400.0
أرض,تجاري وسكني,الرياض, حي المهدية ,شمالية,800.0,2625.0,2100000.0
أرض,سكني,الرياض, حي النرجس ,شرقية,375.0,6500.0,2437500.0
أرض,سكني,الرياض, حي النرجس ,شمالية,745.0,469.0,349405.0
أرض,سكني,الرياض, حي النرجس ,شمالية شرقية,450.0,6100.0,2745000.0
أرض,تجاري وسكني,الرياض, حي الضباط ,ثلاث شوارع,3000.0,5200.0,15600000.0
أرض,سكني,الرياض, حي المهدية ,شمالية,300.0,3334.0,1000200.0
أرض,سكني,الرياض, حي المهدية ,جنوبية,1258.0,2500.0,3145000.0
أرض,سكني,الرياض, حي العوالي ,شرقية,900.0,2400.0,2160000.0
أرض,سكني,الرياض, حي العوالي ,غربية,904.0,2400.0,2169600.0
أرض,سكني,الرياض, حي الاندلس ,جنوبية,501.0,3500.0,1753500.0
أرض,سكني,الرياض, حي النرجس ,جنوبية,550.0,5500.0,3025000.0
أرض,سكني,الرياض, حي اشبيلية ,شمالية,1050.0,3400.0,3570000.0
أرض,سكني,الرياض, حي المونسية ,جنوبية غربية,484.0,4150.0,2008600.0
أرض,سكني,الرياض, حي طويق ,جنوبية شرقية,1050.0,1750.0,1837500.0
أرض,تجاري وسكني,الرياض, حي المهدية ,جنوبية,1650.0,4500.0,7425000.0
أرض,تجاري وسكني,الرياض, حي لبن ,جنوبية شرقية,400.0,5000.0,2000000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية شرقية,400.0,5000.0,2000000.0
أرض,تجاري,الرياض, حي العقيق ,ثلاث شوارع,1650.0,17500.0,28875000.0
أرض,سكني,الرياض, حي العارض ,جنوبية شرقية,458.0,4900.0,2244200.0
أرض,سكني,الرياض, حي الملك فيصل ,جنوبية شرقية,900.0,4400.0,3960000.0
أرض,تجاري,الرياض, حي الصحافة ,شمالية غربية,810.0,18500.0,14985000.0
أرض,سكني,الرياض, حي العارض ,جنوبية,476.0,5000.0,2380000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,شرقية,900.0,4000.0,3600000.0
أرض,تجاري وسكني,الرياض, حي المونسية ,شرقية,750.0,4300.0,3225000.0
أرض,تجاري وسكني,الرياض, حي المونسية ,ثلاث شوارع,11800.0,338.0,3988400.0
أرض,تجاري وسكني,الرياض, حي العقيق ,جنوبية,575.0,6260.0,3599500.0
أرض,تجاري وسكني,الرياض, حي العقيق ,شمالية,375.0,1253.0,469875.0
أرض,سكني,الرياض, حي الربيع ,جنوبية,600.0,6400.0,3840000.0
أرض,سكني,الرياض, حي الملقا ,شمالية,412.0,6250.0,2575000.0
أرض,سكني,الرياض, حي حطين ,جنوبية شرقية,1400.0,6720.0,9408000.0
أرض,سكني,الرياض, حي النرجس ,شمالية,900.0,5100.0,4590000.0
أرض,سكني,الرياض, حي قرطبة ,جنوبية,571.0,4850.0,2769350.0
أرض,سكني,الرياض, حي المروج ,شمالية شرقية,1144.0,6119.0,7000136.0
أرض,سكني,الرياض, حي الزاهر ,شمالية شرقية,900.0,666.0,599400.0
أرض,سكني,الرياض, حي الزاهر ,غربية,918.0,816.0,749088.0
أرض,سكني,الرياض, حي النرجس ,شمالية,900.0,5200.0,4680000.0
أرض,سكني,الرياض, حي البيان ,غربية,576.0,1780.0,1025280.0
أرض,سكني,الرياض, حي البيان ,أربع شوارع,510.0,900.0,459000.0
أرض,تجاري,الرياض, حي اشبيلية ,غربية,930.0,10000.0,9300000.0
أرض,تجاري,الرياض, حي جرير ,جنوبية,312.0,3200.0,998400.0
أرض,تجاري,الرياض, حي جرير ,شمالية,248.0,3200.0,793600.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,جنوبية,750.0,2600.0,1950000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,جنوبية,934.0,963.0,899442.0
أرض,سكني,الرياض, حي الجنادرية ,غربية,625.0,2400.0,1500000.0
أرض,سكني,الرياض, حي الجنادرية ,جنوبية,375.0,1600.0,600000.0
أرض,تجاري,الرياض, حي قرطبة ,جنوبية,2112.0,6500.0,13728000.0
أرض,سكني,الرياض, حي قرطبة ,جنوبية غربية,455.0,1758.0,799890.0
أرض,تجاري وسكني,الرياض, حي السلي ,جنوبية,2400.0,2500.0,6000000.0
أرض,تجاري وسكني,الرياض, حي سلطانة ,جنوبية,2400.0,2500.0,6000000.0
أرض,سكني,الرياض, حي الرمال ,غربية,457.0,2400.0,1096800.0
أرض,سكني,الرياض, حي النرجس ,شمالية,360.0,6500.0,2340000.0
أرض,تجاري وسكني,الرياض, حي الروضة ,ثلاث شوارع,1050.0,7500.0,7875000.0
أرض,سكني,الرياض, حي الرمال ,جنوبية,610.0,2213.0,1349930.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,شمالية غربية,900.0,2100.0,1890000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية,1250.0,3500.0,4375000.0
أرض,تجاري وسكني,الرياض, حي السعادة ,غربية,305.0,2500.0,762500.0
أرض,تجاري,الرياض, حي العوالي ,شمالية شرقية,900.0,2222.0,1999800.0
أرض,سكني,الرياض, حي الخليج ,شرقية,700.0,3300.0,2310000.0
أرض,سكني,الرياض, حي الفاروق ,شمالية,640.0,3000.0,1920000.0
أرض,سكني,الرياض, حي المروة ,أربع شوارع,2750.0,1500.0,4125000.0
أرض,سكني,الرياض, حي النرجس ,جنوبية,1200.0,5000.0,6000000.0
أرض,سكني,الرياض, حي النرجس ,جنوبية,450.0,588.0,264600.0
أرض,تجاري وسكني,الرياض, حي السليمانية ,أربع شوارع,10000.0,7000.0,70000000.0
أرض,سكني,الرياض, حي الحزم ,غربية,720.0,2200.0,1584000.0
أرض,سكني,الرياض, حي الحزم ,جنوبية,400.0,2250.0,900000.0
أرض,تجاري وسكني,الرياض, حي عكاظ ,أربع شوارع,7936.0,1450.0,11507200.0
أرض,سكني,الرياض, حي عكاظ ,جنوبية,756.0,376.0,284256.0
أرض,سكني,الرياض, حي ضاحية نمار ,غربية,444.0,1126.0,499944.0
أرض,سكني,الرياض, حي الملقا ,شمالية شرقية,1000.0,10000.0,10000000.0
أرض,سكني,الرياض, شارع عبدالله بن العاص ,شمالية,448.0,4600.0,2060800.0
أرض,تجاري,الرياض, حي النسيم الغربي ,غربية,7400.0,3500.0,25900000.0
أرض,سكني,الرياض, حي الندى ,شرقية,750.0,6500.0,4875000.0
أرض,تجاري,الرياض, حي العارض ,جنوبية غربية,900.0,5500.0,4950000.0
أرض,سكني,الرياض, حي ظهرة لبن ,غربية,900.0,2200.0,1980000.0
أرض,سكني,الرياض, حي الرمال ,شمالية,402.0,2700.0,1085400.0
أرض,سكني,الرياض, حي قرطبة ,شمالية,1375.0,4900.0,6737500.0
أرض,سكني,الرياض, ضرما ,شمالية,2000.0,235.0,470000.0
أرض,سكني,الرياض, حي عريض ,غربية,450.0,800.0,360000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,جنوبية,824.0,2100.0,1730400.0
أرض,سكني,الرياض, حي بنبان ,جنوبية,750.0,3500.0,2625000.0
أرض,تجاري وسكني,الرياض, حي الروضة ,شرقية,600.0,4000.0,2400000.0
أرض,تجاري وسكني,الرياض, حي البيان ,غربية,1900.0,2300.0,4370000.0
أرض,تجاري وسكني,الرياض, حي البيان ,شمالية,930.0,806.0,749580.0
أرض,سكني,الرياض, حي البيان ,غربية,5300.0,2500.0,13250000.0
أرض,سكني,الرياض, حي البديعة ,جنوبية شرقية,626.0,1837.0,1149962.0
أرض,سكني,الرياض, حي الخليج ,جنوبية,750.0,3300.0,2475000.0
أرض,تجاري,الرياض, حي اشبيلية ,جنوبية شرقية,1400.0,6000.0,8400000.0
أرض,تجاري وسكني,الرياض, حي اشبيلية ,شمالية غربية,891.0,6000.0,5346000.0
أرض,سكني,الرياض, حي عريض ,شرقية,405.0,986.0,399330.0
أرض,تجاري وسكني,الرياض, حي ضاحية نمار ,شرقية,432.0,1157.0,499824.0
أرض,سكني,الرياض, حي الربوة ,ثلاث شوارع,2508.0,3500.0,8778000.0
أرض,سكني,الرياض, حي الخير ,شمالية,750.0,1280.0,960000.0
أرض,سكني,الرياض, حي الخير ,شمالية,625.0,2150.0,1343750.0
أرض,سكني,الرياض, حي الهدا ,جنوبية,3241.0,5000.0,16205000.0
أرض,سكني,الرياض, حي الروضة ,غربية,1000.0,3500.0,3500000.0
أرض,سكني,الرياض, حي العارض ,شمالية غربية,496.0,5200.0,2579200.0
أرض,سكني,الرياض, حي لبن ,شمالية شرقية,1050.0,4500.0,4725000.0
أرض,سكني,الرياض, حي العزيزية ,شمالية شرقية,2790.0,2000.0,5580000.0
أرض,سكني,الرياض, ,جنوبية,300.0,2950.0,885000.0
أرض,سكني,الرياض, ,شمالية غربية,838.0,500.0,419000.0
أرض,سكني,الرياض, حي الدار البيضاء ,جنوبية شرقية,625.0,1500.0,937500.0
أرض,سكني,الرياض, حي الدار البيضاء ,شرقية,650.0,1538.0,999700.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,2400.0,3500.0,8400000.0
أرض,تجاري,الرياض, حي المروج ,شرقية,1000.0,8000.0,8000000.0
أرض,تجاري,الرياض, حي القادسية ,ثلاث شوارع,1608.0,3400.0,5467200.0
أرض,تجاري وسكني,الرياض, حي الرمال ,ثلاث شوارع,8100.0,2550.0,20655000.0
أرض,تجاري,الرياض, حي الرمال ,جنوبية غربية,2250.0,1500.0,3375000.0
أرض,سكني,الرياض, حي الجنادرية ,شرقية,375.0,2300.0,862500.0
أرض,سكني,الرياض, حي طويق ,غربية,400.0,2250.0,900000.0
أرض,تجاري,الرياض, حي اليرموك ,ثلاث شوارع,2880.0,4500.0,12960000.0
أرض,سكني,الرياض, حي عريض ,شرقية,450.0,956.0,430200.0
أرض,سكني,الرياض, حي العارض ,ثلاث شوارع,5450.0,4600.0,25070000.0
أرض,سكني,الرياض, حي الزاهر ,شمالية,936.0,801.0,749736.0
أرض,سكني,الرياض, حي المصفاة ,شرقية,600.0,555.0,333000.0
أرض,سكني,الرياض, حي الشرق ,شمالية,1850.0,500.0,925000.0
أرض,سكني,الرياض, حي الشرق ,غربية,1561.0,1300.0,2029300.0
أرض,سكني,الرياض, ,شرقية,432.0,926.0,400032.0
أرض,سكني,الرياض, ,شمالية شرقية,644.0,6987.0,4499628.0
أرض,سكني,الرياض, حي المهدية ,شمالية,456.0,3400.0,1550400.0
أرض,تجاري,الرياض, حي المهدية ,جنوبية,900.0,7600.0,6840000.0
أرض,سكني,الرياض, حي الخير ,جنوبية,840.0,1800.0,1512000.0
أرض,سكني,الرياض, حي ضاحية نمار ,شمالية غربية,244.0,1434.0,349896.0
أرض,سكني,الرياض, حي ضاحية نمار ,شمالية,880.0,1380.0,1214400.0
أرض,سكني,الرياض, حي البيان ,غربية,810.0,2600.0,2106000.0
أرض,تجاري وسكني,الرياض, حي المهدية ,شمالية شرقية,900.0,3334.0,3000600.0
أرض,سكني,الرياض, حي المهدية ,جنوبية غربية,675.0,4296.0,2899800.0
أرض,سكني,الرياض, القرينه ,جنوبية غربية,630.0,1000.0,630000.0
أرض,تجاري وسكني,الرياض, ملهم ,غربية,630.0,1270.0,800100.0
أرض,سكني,الرياض, حي عريض ,ثلاث شوارع,400.0,1125.0,450000.0
أرض,سكني,الرياض, حي الملقا ,غربية,636.0,7000.0,4452000.0
أرض,سكني,الرياض, حي بنبان ,جنوبية شرقية,10000.0,1000.0,10000000.0
أرض,سكني,الرياض, ملهم ,جنوبية شرقية,10000.0,1000.0,10000000.0
أرض,سكني,الرياض, حي الحمراء ,شمالية,1125.0,5000.0,5625000.0
أرض,تجاري وسكني,الرياض, حي الشفا ,جنوبية غربية,971.0,2059.0,1999289.0
أرض,تجاري وسكني,الرياض, حي النظيم ,جنوبية شرقية,2500.0,2000.0,5000000.0
أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,457.0,2100.0,959700.0
أرض,تجاري وسكني,الرياض, حي الدفاع ,جنوبية,457.0,2100.0,959700.0
أرض,تجاري وسكني,الرياض, حي الدفاع ,شمالية,1173.0,511.0,599403.0
أرض,سكني,الرياض, حي العريجاء الغربية ,جنوبية,400.0,1500.0,600000.0
أرض,تجاري وسكني,الرياض, حي ظهرة لبن ,جنوبية غربية,1050.0,2380.0,2499000.0
أرض,تجاري وسكني,الرياض, حي العريجاء الغربي ,غربية,313.0,2000.0,626000.0
أرض,سكني,الرياض, حي العريجاء الغربي ,جنوبية,472.0,1695.0,800040.0
