نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,سكني,الرياض, حي الرمال ,شرقية,1560.0,6150.0,9594000.0
أرض,سكني,الرياض, حي النرجس ,جنوبية,432.0,4900.0,2116800.0
أرض,سكني,الرياض, حي ظهرة لبن ,جنوبية غربية,400.0,2200.0,880000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية شرقية,900.0,3100.0,2790000.0
أرض,سكني,الرياض, حي المهدية ,شمالية,300.0,3400.0,1020000.0
أرض,سكني,الرياض, حي المونسية ,شرقية,2115.0,3400.0,7191000.0
أرض,سكني,الرياض, حي عرقة ,غربية,653.0,3400.0,2220200.0
أرض,سكني,الرياض, حي الروضة ,شمالية,1798.0,1500.0,2697000.0
أرض,سكني,الرياض, حي النرجس ,شمالية شرقية,1050.0,7500.0,7875000.0
أرض,سكني,الرياض, حي المهدية ,غربية,400.0,7500.0,3000000.0
أرض,سكني,الرياض, حي الرمال ,شرقية,360.0,2900.0,1044000.0
أرض,سكني,الرياض, حي ظهرة لبن ,جنوبية,450.0,2900.0,1305000.0
أرض,سكني,الرياض, حي عريض ,جنوبية غربية,500.0,2900.0,1450000.0
أرض,سكني,الرياض, حي القيروان ,شمالية,900.0,6000.0,5400000.0
أرض,سكني,الرياض, حي الرمال ,ثلاث شوارع,3000.0,6000.0,18000000.0
أرض,سكني,الرياض, حي عريض ,غربية,324.0,6000.0,1944000.0
أرض,سكني,الرياض, حي النرجس ,جنوبية,900.0,800.0,720000.0
أرض,سكني,الرياض, حي النرجس ,شرقية,420.0,476.0,199920.0
أرض,سكني,الرياض, حي المهدية ,شرقية,391.0,476.0,186116.0
أرض,سكني,الرياض, حي المهدية ,شمالية,400.0,3500.0,1400000.0
أرض,سكني,الرياض, حي عريض ,جنوبية,348.0,1150.0,400200.0
أرض,سكني,الرياض, حي ظهرة لبن ,جنوبية,360.0,3472.0,1249920.0
أرض,سكني,الرياض, حي الحزم ,شمالية شرقية,420.0,1750.0,735000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,360.0,3200.0,1152000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,2394.0,3200.0,7660800.0
أرض,سكني,الرياض, حي النرجس ,شرقية,500.0,5300.0,2650000.0
أرض,سكني,الرياض, حي حطين ,شمالية,2000.0,10000.0,20000000.0
أرض,سكني,الرياض, حي ضاحية نمار ,شرقية,375.0,10000.0,3750000.0
أرض,سكني,الرياض, ضاحية نمار ,شمالية,990.0,909.0,899910.0
أرض,سكني,الرياض, حي الغنامية ,شرقية,160.0,668.0,106880.0
أرض,سكني,الرياض, ضاحية نمار ,شمالية,451.0,1400.0,631400.0
أرض,سكني,الرياض, حي الخير ,شرقية,840.0,1547.0,1299480.0
أرض,سكني,الرياض, حي الخير ,غربية,109.0,1834.0,199906.0
أرض,سكني,الرياض, حي الخير ,شمالية غربية,864.0,1600.0,1382400.0
أرض,سكني,الرياض, حي النرجس ,شمالية,500.0,5000.0,2500000.0
أرض,سكني,الرياض, حي عريض ,جنوبية,900.0,5000.0,4500000.0
أرض,سكني,الرياض, حي عكاظ ,شرقية,600.0,5000.0,3000000.0
أرض,سكني,الرياض, حي النرجس ,جنوبية,480.0,4800.0,2304000.0
أرض,سكني,الرياض, حي طويق ,جنوبية,360.0,2500.0,900000.0
أرض,سكني,الرياض, حي بنبان ,شرقية,800.0,2125.0,1700000.0
أرض,سكني,الرياض, حي المشرق ,جنوبية,750.0,2125.0,1593750.0
أرض,سكني,الرياض, حي العوالي ,جنوبية,352.0,3150.0,1108800.0
أرض,سكني,الرياض, حي الملقا ,غربية,928.0,10000.0,9280000.0
أرض,سكني,الرياض, حي حطين ,ثلاث شوارع,2816.0,10000.0,28160000.0
أرض,سكني,الرياض, حي المهدية ,غربية,625.0,10000.0,6250000.0
أرض,سكني,الرياض, حي عرقة ,غربية,453.0,4800.0,2174400.0
أرض,سكني,الرياض, حي عرقة ,شمالية غربية,432.0,4800.0,2073600.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,930.0,2600.0,2418000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,300.0,2600.0,780000.0
أرض,سكني,الرياض, حي ظهرة لبن ,شمالية,572.0,2600.0,1487200.0
أرض,سكني,الرياض, حي السويدي ,جنوبية شرقية,625.0,3400.0,2125000.0
أرض,سكني,الرياض, حي المهدية ,شمالية شرقية,400.0,2570.0,1028000.0
أرض,سكني,الرياض, حي النرجس ,جنوبية غربية,1400.0,8000.0,11200000.0
أرض,سكني,الرياض, حي الحزم ,جنوبية,675.0,6000.0,4050000.0
أرض,سكني,الرياض, حي عكاظ ,غربية,2520.0,6000.0,15120000.0
أرض,سكني,الرياض, حي البيان ,شمالية,375.0,714.0,267750.0
أرض,سكني,الرياض, حي البديعة ,ثلاث شوارع,4260.0,3521.0,14999460.0
أرض,سكني,الرياض, حي البديعة ,جنوبية شرقية,735.0,1632.0,1199520.0
أرض,سكني,الرياض, حي الملك فهد ,شمالية شرقية,1419.0,4200.0,5959800.0
أرض,سكني,الرياض, حي المحمدية ,جنوبية,360.0,7500.0,2700000.0
أرض,سكني,الرياض, حي النهضة ,غربية,432.0,1260.0,544320.0
أرض,سكني,الرياض, حي منفوحة الجديدة ,شرقية,85.0,1400.0,119000.0
أرض,سكني,الرياض, حي المهدية ,شمالية,675.0,3000.0,2025000.0
أرض,سكني,الرياض, ضاحية نمار ,شمالية,437.0,3000.0,1311000.0
أرض,سكني,الرياض, حي العارض ,غربية,432.0,4650.0,2008800.0
أرض,سكني,الرياض, حي الربيع ,غربية,750.0,7000.0,5250000.0
أرض,سكني,الرياض, حي النهضة ,شمالية,450.0,7000.0,3150000.0
أرض,سكني,الرياض, حي العقيق ,غربية,300.0,834.0,250200.0
أرض,سكني,الرياض, العيينة ,جنوبية,937.0,3800.0,3560600.0
أرض,سكني,الرياض, حي النرجس ,شرقية,520.0,5200.0,2704000.0
أرض,سكني,الرياض, حي المهدية ,غربية,410.0,2439.0,999990.0
أرض,سكني,الرياض, حي المهدية ,شرقية,900.0,2439.0,2195100.0
أرض,سكني,الرياض, حي اليرموك ,جنوبية,1089.0,3300.0,3593700.0
